title	first_author_last	year	nbs_link	publisher_link	status	saved_filename	attempted_sources	failure_reason	checked_on	doi
From ‘New’ to ‘Renewed’: how consumer perceptions of functional and symbolic value influence reuse in the construction industry	Gurtner	2026	https://link.springer.com/article/10.1007/s44498-026-00017-z	https://link.springer.com/article/10.1007/s44498-026-00017-z	missing		publisher_html:https://link.springer.com/article/10.1007/s44498-026-00017-z | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00017-z.pdf | xjtlu_browser_pdf_cookies:https://link.springer.com/content/pdf/10.1007/s44498-026-00017-z.pdf | xjtlu_browser_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00017-z.pdf | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs44498-026-00017-z | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00017-z.pdf | xjtlu_browser_pdf_cookies:https://link.springer.com/content/pdf/10.1007/s44498-026-00017-z.pdf | xjtlu_browser_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00017-z.pdf | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1007%2Fs44498-026-00017-z | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/dll2jbhsg5?q=10.1007%2Fs44498-026-00017-z | xjtlu_ebsco_viewer:https://research.ebsco.com/c/wwk3pd/viewer/pdf/dll2jbhsg5	no_formal_pdf_found	2026-04-13	10.1007/s44498-026-00017-z
Circular technology design and its potential influence on minor metals demand in wind and solar expansion	Savvidou	2026	https://link.springer.com/article/10.1007/s44498-026-00040-0	https://link.springer.com/article/10.1007/s44498-026-00040-0	downloaded	Savvidou 2026 Circular technology design and its potential influence on minor metals demand in wind and solar expansion.pdf	publisher_html:https://link.springer.com/article/10.1007/s44498-026-00040-0 | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00040-0.pdf		2026-04-13	10.1007/s44498-026-00040-0
Reframing perceptions on the informal and formal waste sectors: an analysis of the social and systemic hotspots of the plastic waste management system of Chennai, India	Ravisandiran	2026	https://link.springer.com/article/10.1007/s44498-026-00012-4	https://link.springer.com/article/10.1007/s44498-026-00012-4	downloaded	Ravisandiran 2026 Reframing perceptions on the informal and formal waste sectors an analysis of the social and systemic hotspots of the plastic waste management system of Chennai, India.pdf	publisher_html:https://link.springer.com/article/10.1007/s44498-026-00012-4 | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00012-4.pdf		2026-04-13	10.1007/s44498-026-00012-4
Supporting repairability analysis through graph-based visualisation	Blanco-Espeleta	2026	https://link.springer.com/article/10.1007/s44498-026-00031-1	https://link.springer.com/article/10.1007/s44498-026-00031-1	downloaded	Blanco-Espeleta 2026 Supporting repairability analysis through graph-based visualisation.pdf	publisher_html:https://link.springer.com/article/10.1007/s44498-026-00031-1 | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00031-1.pdf		2026-04-13	10.1007/s44498-026-00031-1
Circular economy in India’s tire sector: material flow analysis and review of end-of-life management strategies	Shukla	2026	https://link.springer.com/article/10.1007/s44498-026-00035-x	https://link.springer.com/article/10.1007/s44498-026-00035-x	missing		publisher_html:https://link.springer.com/article/10.1007/s44498-026-00035-x | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_browser_pdf_cookies:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_browser_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs44498-026-00035-x | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_browser_pdf_cookies:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_browser_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1007%2Fs44498-026-00035-x | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/jhcix6u66v?q=10.1007%2Fs44498-026-00035-x	no_formal_pdf_found	2026-04-13	10.1007/s44498-026-00035-x
A stakeholder theory perspective on digital product passport implementation	Paeplow	2026	https://link.springer.com/article/10.1007/s44498-026-00029-9	https://link.springer.com/article/10.1007/s44498-026-00029-9	downloaded	Paeplow 2026 A stakeholder theory perspective on digital product passport implementation.pdf	publisher_html:https://link.springer.com/article/10.1007/s44498-026-00029-9 | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00029-9.pdf		2026-04-13	10.1007/s44498-026-00029-9
Ecosystem initiation: a key policy challenge for circular economy transition	Vogel	2026	https://link.springer.com/article/10.1007/s44498-026-00002-6	https://link.springer.com/article/10.1007/s44498-026-00002-6	downloaded	Vogel 2026 Ecosystem initiation a key policy challenge for circular economy transition.pdf	publisher_html:https://link.springer.com/article/10.1007/s44498-026-00002-6 | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00002-6.pdf		2026-04-13	10.1007/s44498-026-00002-6
A Review of Systems Perspectives in Sustainability: How Systems Properties Convey Systems-Wide Dynamics	Dentoni	2026	https://journals.sagepub.com/doi/abs/10.1177/01492063261417581	https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063261417581	downloaded	Dentoni 2026 A Review of Systems Perspectives in Sustainability How Systems Properties Convey Systems-Wide Dynamics.pdf	sage_cnpereading_html:https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063261417581 | sage_cnpereading_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063261417581 | publisher_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063261417581		2026-04-13	10.1177/01492063261417581
Organizations as Stages: A Dramaturgical Theory of the Societal Integration of Stigmatized Groups	Lodge	2026	https://journals.sagepub.com/doi/abs/10.1177/01492063261421506	https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063261421506	downloaded	Lodge 2026 Organizations as Stages A Dramaturgical Theory of the Societal Integration of Stigmatized Groups.pdf	sage_cnpereading_html:https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063261421506 | sage_cnpereading_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063261421506 | publisher_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063261421506		2026-04-13	10.1177/01492063261421506
How Gender Diversity and Equality in R&D Departments Jointly Affect Firm-Level Innovation Through Innovation Capabilities	Lokshin	2026	https://journals.sagepub.com/doi/abs/10.1177/01492063251407611	https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063251407611	downloaded	Lokshin 2026 How Gender Diversity and Equality in R&D Departments Jointly Affect Firm-Level Innovation Through Innovation Capabilities.pdf	sage_cnpereading_html:https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063251407611 | sage_cnpereading_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063251407611 | publisher_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063251407611		2026-04-13	10.1177/01492063251407611
A CEO-Driven Process Model of Firm Responsiveness to Secondary Stakeholder Demands: The Roles of CEO Values and Passion	Neville	2026	https://journals.sagepub.com/doi/abs/10.1177/01492063261416425	https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063261416425	downloaded	Neville 2026 A CEO-Driven Process Model of Firm Responsiveness to Secondary Stakeholder Demands The Roles of CEO Values and Passion.pdf	sage_cnpereading_html:https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063261416425 | sage_cnpereading_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063261416425 | publisher_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063261416425		2026-04-13	10.1177/01492063261416425
Physical Disability in the Workplace: A Comprehensive Review and Unifying Framework	Lee	2026	https://journals.sagepub.com/doi/abs/10.1177/01492063251406535	https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063251406535	downloaded	Lee 2026 Physical Disability in the Workplace A Comprehensive Review and Unifying Framework.pdf	sage_cnpereading_html:https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063251406535 | sage_cnpereading_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063251406535 | publisher_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063251406535		2026-04-13	10.1177/01492063251406535
Firm Growth and Corporate Social Responsibility	DesJardine	2025	https://journals.sagepub.com/doi/abs/10.1177/01492063251398785	https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063251398785	downloaded	DesJardine 2025 Firm Growth and Corporate Social Responsibility.pdf	sage_cnpereading_html:https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063251398785 | sage_cnpereading_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063251398785 | publisher_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063251398785		2026-04-13	10.1177/01492063251398785
Magic Will Happen if You Gather Us in One Room: Gender Homophily and Women-Only Networking	Hein	2025	https://journals.sagepub.com/doi/abs/10.1177/01492063251390850	https://journals.sagepub.com/doi/abs/10.1177/01492063251390850	downloaded	Hein 2025 Magic Will Happen if You Gather Us in One Room Gender Homophily and Women-Only Networking.pdf	sage_cnpereading_html:https://sage.cnpereading.com/paragraph/article/?doi=10.1177/01492063251390850 | sage_cnpereading_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063251390850 | publisher_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063251390850 | xjtlu_browser_pdf_cookies:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063251390850 | xjtlu_browser_pdf:https://sage.cnpereading.com/paragraph/download/?doi=10.1177/01492063251390850 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fjournals.sagepub.com%2Fdoi%2Fabs%2F10.1177%2F01492063251390850 | publisher_pdf:https://journals.sagepub.com/doi/pdf/10.1177/01492063251390850 | xjtlu_browser_pdf_cookies:https://journals.sagepub.com/doi/pdf/10.1177/01492063251390850 | xjtlu_browser_pdf:https://journals.sagepub.com/doi/pdf/10.1177/01492063251390850 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1177%2F01492063251390850 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/xlbvkyktir?q=10.1177%2F01492063251390850 | restored_from_existing_pdf:Hein 2025 Magic Will Happen if You Gather Us in One Room Gender Homophily and Women-Only Networking.pdf		2026-04-13	10.1177/01492063251390850
Carbon Populism and Representative Politics: On Why Fossil Fuel Firms Speaking for ‘The People’ Is a Bad Idea	Nyberg	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70096	https://onlinelibrary.wiley.com/doi/10.1111/joms.70096	missing		publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70096 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70096 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70096 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/zfd26r3tmz?q=10.1111%2Fjoms.70096	no_formal_pdf_found	2026-04-13	10.1111/joms.70096
Micro-Processes of Constrained Innovation: A Field Study of Constraint-Handling Practices in Base of the Pyramid Innovation Projects	Doms	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70065	https://onlinelibrary.wiley.com/doi/10.1111/joms.70065	missing		publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70065 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70065 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70065 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/hsnxlsf36b?q=10.1111%2Fjoms.70065	no_formal_pdf_found	2026-04-13	10.1111/joms.70065
Joining Decision-Making, Moral Thinking, and Collective Action: Grand Challenges as a Phenomenology of Deliberation	Grattarola	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70062	https://onlinelibrary.wiley.com/doi/10.1111/joms.70062	missing		publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70062 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70062 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70062 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/6kn4kosjp5?q=10.1111%2Fjoms.70062	no_formal_pdf_found	2026-04-13	10.1111/joms.70062
When Opposites Don’t Attract: The New Information Environment, Polarization, and What Happens to Social Evaluations When ‘The World Goes to Hell in a Handbasket’	Pollock	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70067	https://onlinelibrary.wiley.com/doi/10.1111/joms.70067	missing		publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70067 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70067 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70067 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/6bw2enytrv?q=10.1111%2Fjoms.70067	no_formal_pdf_found	2026-04-13	10.1111/joms.70067
Leadership and the Virtue of Humanity: Conceptual Clarity, Systematic Review, and Future Research Agenda	Newstead	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70064	https://onlinelibrary.wiley.com/doi/10.1111/joms.70064	missing		publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70064 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70064 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70064 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/qa4ccsheev?q=10.1111%2Fjoms.70064	no_formal_pdf_found	2026-04-13	10.1111/joms.70064
CEO Activism and Corporate Reputation: How Authenticity and CSR Mitigate Stakeholder Misalignment	Li	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70060	https://onlinelibrary.wiley.com/doi/10.1111/joms.70060	missing		publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70060 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70060 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70060 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/xi5k2qxprz?q=10.1111%2Fjoms.70060	no_formal_pdf_found	2026-04-13	10.1111/joms.70060
